"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge","airport_fee"
"2","2022-01-01T00:06:20.000","2022-01-01T00:16:01.000","2.0","1.82","1.0","N","263","236","1","9.0","0.5","0.5","3.2","0.0","0.3","16.0","2.5","0.0"
"2","2022-01-01T00:28:32.000","2022-01-01T00:36:09.000","1.0","1.13","1.0","N","43","237","1","7.0","0.5","0.5","2.16","0.0","0.3","12.96","2.5","0.0"
"2","2022-01-01T00:44:42.000","2022-01-01T00:46:54.000","1.0","0.78","1.0","N","263","141","1","4.5","0.5","0.5","1.66","0.0","0.3","9.96","2.5","0.0"
"2","2022-01-01T00:54:51.000","2022-01-01T01:13:12.000","1.0","2.86","1.0","N","141","142","1","13.5","0.5","0.5","2.0","0.0","0.3","19.3","2.5","0.0"
"2","2022-01-01T00:35:59.000","2022-01-01T00:42:15.000","1.0","1.09","1.0","N","249","79","1","6.0","0.5","0.5","1.67","0.0","0.3","11.47","2.5","0.0"
"2","2022-01-01T00:43:30.000","2022-01-01T00:51:21.000","1.0","1.04","1.0","N","79","90","1","7.0","0.5","0.5","1.5","0.0","0.3","12.3","2.5","0.0"
"2","2022-01-01T00:54:09.000","2022-01-01T01:10:35.000","1.0","3.32","1.0","N","68","163","1","13.5","0.5","0.5","3.46","0.0","0.3","20.76","2.5","0.0"
"2","2022-01-01T00:08:39.000","2022-01-01T00:13:43.000","1.0","1.38","1.0","N","237","262","2","6.5","0.5","0.5","0.0","0.0","0.3","10.3","2.5","0.0"
"2","2022-01-01T00:52:34.000","2022-01-01T00:56:03.000","1.0","0.94","1.0","N","237","236","1","5.0","0.5","0.5","1.76","0.0","0.3","10.56","2.5","0.0"
"2","2022-01-01T00:59:16.000","2022-01-01T01:06:32.000","1.0","2.0","1.0","N","236","151","1","8.0","0.5","0.5","2.36","0.0","0.3","14.16","2.5","0.0"
"2","2022-01-01T00:38:54.000","2022-01-01T01:21:33.000","1.0","8.63","1.0","N","107","244","2","32.5","0.5","0.5","0.0","0.0","0.3","36.3","2.5","0.0"
"2","2022-01-01T00:15:32.000","2022-01-01T00:20:33.000","1.0","1.38","1.0","N","237","262","1","6.5","0.5","0.5","2.58","0.0","0.3","12.88","2.5","0.0"
"2","2022-01-01T00:25:47.000","2022-01-01T00:39:14.000","1.0","3.04","1.0","N","140","143","2","12.5","0.5","0.5","0.0","0.0","0.3","16.3","2.5","0.0"
"2","2022-01-01T00:46:30.000","2022-01-01T00:52:32.000","1.0","1.72","1.0","N","239","236","1","7.5","0.5","0.5","2.26","0.0","0.3","13.56","2.5","0.0"
"2","2022-01-01T00:53:57.000","2022-01-01T00:59:51.000","1.0","1.64","1.0","N","236","75","1","7.5","0.5","0.5","3.39","0.0","0.3","14.69","2.5","0.0"
"2","2022-01-01T00:15:47.000","2022-01-01T00:21:18.000","1.0","1.27","1.0","N","107","79","1","6.0","0.5","0.5","4.0","0.0","0.3","13.8","2.5","0.0"
"2","2022-01-01T00:30:58.000","2022-01-01T00:51:59.000","1.0","4.7","1.0","N","137","226","1","18.0","0.5","0.5","4.36","0.0","0.3","26.16","2.5","0.0"
"2","2022-01-01T00:25:18.000","2022-01-01T00:37:47.000","1.0","1.71","1.0","N","246","170","1","9.5","0.5","0.5","2.66","0.0","0.3","15.96","2.5","0.0"
"2","2022-01-01T00:29:38.000","2022-01-01T00:34:30.000","1.0","0.57","1.0","N","148","79","3","-5.0","-0.5","-0.5","0.0","0.0","-0.3","-10.05","-2.5","-1.25"
"2","2022-01-01T00:29:38.000","2022-01-01T00:34:30.000","1.0","0.57","1.0","N","148","79","2","5.0","0.5","0.5","0.0","0.0","0.3","10.05","2.5","1.25"
"2","2022-01-01T00:35:56.000","2022-01-01T00:36:12.000","1.0","0.0","5.0","N","79","79","1","240.0","0.0","0.0","40.0","0.0","0.3","282.8","2.5","0.0"
"2","2022-01-01T00:10:02.000","2022-01-01T00:18:07.000","2.0","2.41","1.0","N","141","137","1","9.0","0.5","0.5","2.56","0.0","0.3","15.36","2.5","0.0"
"2","2022-01-01T00:22:57.000","2022-01-01T00:34:46.000","1.0","3.13","1.0","N","170","263","1","11.5","0.5","0.5","3.06","0.0","0.3","18.36","2.5","0.0"
"2","2022-01-01T00:40:22.000","2022-01-01T00:44:39.000","1.0","0.66","1.0","N","237","236","1","5.0","0.5","0.5","0.0","0.0","0.3","8.8","2.5","0.0"
"2","2022-01-01T00:11:57.000","2022-01-01T00:23:04.000","1.0","1.75","1.0","N","229","164","2","9.0","0.5","0.5","0.0","0.0","0.3","12.8","2.5","0.0"
"2","2022-01-01T00:23:49.000","2022-01-01T00:36:10.000","6.0","1.67","1.0","N","164","229","2","9.5","0.5","0.5","0.0","0.0","0.3","13.3","2.5","0.0"
"2","2022-01-01T00:37:24.000","2022-01-01T00:48:55.000","6.0","3.05","1.0","N","229","238","1","11.0","0.5","0.5","4.44","0.0","0.3","19.24","2.5","0.0"
"2","2022-01-01T00:50:10.000","2022-01-01T01:00:37.000","1.0","1.61","1.0","N","238","143","1","9.0","0.5","0.5","3.2","0.0","0.3","16.0","2.5","0.0"
"1","2022-01-01T00:17:32.000","2022-01-01T00:24:51.000","2.0","1.6","1.0","N","148","107","3","8.0","3.0","0.5","0.0","0.0","0.3","11.8","2.5","0.0"
"1","2022-01-01T00:28:54.000","2022-01-01T00:42:55.000","2.0","7.0","1.0","N","79","263","1","21.0","3.0","0.5","4.95","0.0","0.3","29.75","2.5","0.0"
"1","2022-01-01T00:47:12.000","2022-01-01T01:03:32.000","2.0","5.2","1.0","N","263","164","1","18.0","3.0","0.5","1.0","0.0","0.3","22.8","2.5","0.0"
"1","2022-01-01T00:13:51.000","2022-01-01T00:23:19.000","2.0","1.3","1.0","N","164","107","1","7.5","3.0","0.5","2.25","0.0","0.3","13.55","2.5","0.0"
"1","2022-01-01T00:45:45.000","2022-01-01T01:09:43.000","2.0","2.5","1.0","N","68","170","1","16.5","3.0","0.5","4.05","0.0","0.3","24.35","2.5","0.0"
"1","2022-01-01T00:25:43.000","2022-01-01T00:35:27.000","3.0","2.0","1.0","N","234","125","2","8.5","3.0","0.5","0.0","0.0","0.3","12.3","2.5","0.0"
"1","2022-01-01T00:38:25.000","2022-01-01T00:45:04.000","2.0","1.3","1.0","N","114","107","1","6.5","3.0","0.5","2.55","0.0","0.3","12.85","2.5","0.0"
"1","2022-01-01T00:47:50.000","2022-01-01T00:53:42.000","1.0","1.8","1.0","N","107","141","1","7.0","3.0","0.5","1.0","0.0","0.3","11.8","2.5","0.0"
"1","2022-01-01T00:57:20.000","2022-01-01T01:00:44.000","2.0","0.6","1.0","N","237","141","1","4.5","3.0","0.5","1.66","0.0","0.3","9.96","2.5","0.0"
"2","2022-01-01T00:26:38.000","2022-01-01T00:33:30.000","1.0","0.98","1.0","N","163","239","1","6.5","0.5","0.5","2.06","0.0","0.3","12.36","2.5","0.0"
"2","2022-01-01T00:36:22.000","2022-01-01T00:48:01.000","1.0","1.9","1.0","N","239","48","1","9.5","0.5","0.5","2.0","0.0","0.3","15.3","2.5","0.0"
"2","2022-01-01T00:54:14.000","2022-01-01T01:01:32.000","2.0","1.22","1.0","N","50","142","1","7.0","0.5","0.5","2.16","0.0","0.3","12.96","2.5","0.0"
"2","2022-01-01T00:32:25.000","2022-01-01T00:36:45.000","4.0","0.79","1.0","N","43","263","1","5.0","0.5","0.5","1.76","0.0","0.3","10.56","2.5","0.0"
"2","2022-01-01T00:41:55.000","2022-01-01T00:50:22.000","1.0","2.72","1.0","N","141","107","1","9.5","0.5","0.5","2.0","0.0","0.3","15.3","2.5","0.0"
"2","2022-01-01T00:58:39.000","2022-01-01T01:08:50.000","2.0","2.65","1.0","N","234","141","1","10.0","0.5","0.5","2.76","0.0","0.3","16.56","2.5","0.0"
"1","2022-01-01T00:10:20.000","2022-01-01T00:35:30.000","2.0","4.6","1.0","N","211","141","1","18.5","3.0","0.5","4.45","0.0","0.3","26.75","2.5","0.0"
"1","2022-01-01T00:55:17.000","2022-01-01T00:57:51.000","1.0","0.5","1.0","N","263","263","2","4.0","3.0","0.5","0.0","0.0","0.3","7.8","2.5","0.0"
"2","2022-01-01T00:04:44.000","2022-01-01T00:16:41.000","1.0","2.74","1.0","N","114","68","1","11.0","0.5","0.5","0.0","0.0","0.3","14.8","2.5","0.0"
"2","2022-01-01T00:19:19.000","2022-01-01T00:19:27.000","1.0","0.0","1.0","N","246","246","4","-2.5","-0.5","-0.5","0.0","0.0","-0.3","-6.3","-2.5","0.0"
"2","2022-01-01T00:19:19.000","2022-01-01T00:19:27.000","1.0","0.0","1.0","N","246","246","2","2.5","0.5","0.5","0.0","0.0","0.3","6.3","2.5","0.0"
"2","2022-01-01T00:27:02.000","2022-01-01T00:43:04.000","2.0","2.41","1.0","N","239","143","1","12.5","0.5","0.5","3.26","0.0","0.3","19.56","2.5","0.0"
"2","2022-01-01T00:42:28.000","2022-01-01T01:09:08.000","4.0","15.54","1.0","N","132","145","1","43.0","0.5","0.5","8.0","0.0","0.3","53.55","0.0","1.25"
"1","2022-01-01T00:11:59.000","2022-01-01T00:41:46.000","2.0","4.6","1.0","N","48","148","2","21.5","3.0","0.5","0.0","0.0","0.3","25.3","2.5","0.0"
"1","2022-01-01T00:45:49.000","2022-01-01T00:51:43.000","2.0","1.0","1.0","N","79","79","2","6.0","3.0","0.5","0.0","0.0","0.3","9.8","2.5","0.0"
"1","2022-01-01T00:56:49.000","2022-01-01T01:10:35.000","1.0","2.2","1.0","N","224","68","2","11.5","3.0","0.5","0.0","0.0","0.3","15.3","2.5","0.0"
"1","2022-01-01T00:17:16.000","2022-01-01T00:41:08.000","1.0","4.2","1.0","N","48","114","3","18.5","3.0","0.5","0.0","0.0","0.3","22.3","2.5","0.0"
"1","2022-01-01T00:45:25.000","2022-01-01T00:59:08.000","4.0","3.7","1.0","N","114","140","1","13.5","3.0","0.5","2.0","0.0","0.3","19.3","2.5","0.0"
"2","2022-01-01T00:34:39.000","2022-01-01T00:49:13.000","2.0","4.11","1.0","N","170","7","1","14.5","0.5","0.5","2.0","0.0","0.3","20.3","2.5","0.0"
"1","2022-01-01T00:18:00.000","2022-01-01T00:24:48.000","1.0","2.1","1.0","N","113","13","1","8.0","3.0","0.5","2.35","0.0","0.3","14.15","2.5","0.0"
"1","2022-01-01T00:41:58.000","2022-01-01T01:11:56.000","2.0","7.0","1.0","N","114","41","1","25.0","3.0","0.5","5.75","0.0","0.3","34.55","2.5","0.0"
"2","2022-01-01T00:34:34.000","2022-01-01T01:00:44.000","2.0","7.0","1.0","N","229","80","1","23.5","0.5","0.5","6.83","0.0","0.3","34.13","2.5","0.0"
"2","2022-01-01T00:10:59.000","2022-01-01T00:24:57.000","1.0","3.2","1.0","N","144","229","2","12.5","0.5","0.5","0.0","0.0","0.3","16.3","2.5","0.0"
"2","2022-01-01T00:48:52.000","2022-01-01T01:00:11.000","1.0","3.32","1.0","N","79","237","1","11.5","0.5","0.5","3.06","0.0","0.3","18.36","2.5","0.0"
"1","2022-01-01T00:47:41.000","2022-01-01T01:02:40.000","1.0","8.6","1.0","N","132","39","2","24.5","1.75","0.5","0.0","0.0","0.3","27.05","0.0","1.25"
"2","2022-01-01T00:26:34.000","2022-01-01T00:45:20.000","1.0","5.89","1.0","N","234","33","1","20.0","0.5","0.5","7.14","0.0","0.3","30.94","2.5","0.0"
"2","2022-01-01T00:54:04.000","2022-01-01T01:26:03.000","1.0","6.92","1.0","N","66","162","2","29.0","0.5","0.5","0.0","0.0","0.3","32.8","2.5","0.0"
"2","2022-01-01T00:23:58.000","2022-01-01T00:33:16.000","4.0","1.97","1.0","N","43","262","2","8.5","0.5","0.5","0.0","0.0","0.3","12.3","2.5","0.0"
"2","2022-01-01T00:38:14.000","2022-01-01T01:00:09.000","1.0","2.97","1.0","N","262","48","1","15.0","0.5","0.5","4.7","0.0","0.3","23.5","2.5","0.0"
"1","2022-01-01T00:59:34.000","2022-01-01T01:05:47.000","2.0","1.0","1.0","N","162","233","1","6.0","3.0","0.5","2.45","0.0","0.3","12.25","2.5","0.0"
"1","2022-01-01T00:40:27.000","2022-01-01T00:48:48.000","3.0","2.8","1.0","N","107","237","1","10.0","3.0","0.5","2.07","0.0","0.3","15.87","2.5","0.0"
"1","2022-01-01T00:49:33.000","2022-01-01T00:51:28.000","1.0","0.5","1.0","N","237","236","2","4.0","3.0","0.5","0.0","0.0","0.3","7.8","2.5","0.0"
"1","2022-01-01T00:55:25.000","2022-01-01T01:01:09.000","2.0","1.5","1.0","N","236","75","2","6.5","3.0","0.5","0.0","0.0","0.3","10.3","2.5","0.0"
"2","2022-01-01T00:25:38.000","2022-01-01T00:50:30.000","2.0","9.51","1.0","N","262","181","1","29.5","0.5","0.5","9.99","0.0","0.3","43.29","2.5","0.0"
"2","2022-01-01T00:17:34.000","2022-01-01T00:25:21.000","2.0","1.64","1.0","N","50","68","1","7.5","0.5","0.5","1.0","0.0","0.3","12.3","2.5","0.0"
"2","2022-01-01T00:51:16.000","2022-01-01T01:09:23.000","2.0","2.91","1.0","N","48","90","1","14.0","0.5","0.5","1.5","0.0","0.3","19.3","2.5","0.0"
"2","2022-01-01T00:32:01.000","2022-01-01T00:44:52.000","1.0","1.96","1.0","N","164","79","1","10.0","0.5","0.5","2.76","0.0","0.3","16.56","2.5","0.0"
"2","2022-01-01T00:11:42.000","2022-01-01T00:18:46.000","5.0","1.81","1.0","N","239","141","2","7.5","0.5","0.5","0.0","0.0","0.3","11.3","2.5","0.0"
"2","2022-01-01T00:30:18.000","2022-01-01T00:34:53.000","5.0","1.47","1.0","N","237","236","2","6.0","0.5","0.5","0.0","0.0","0.3","9.8","2.5","0.0"
"2","2022-01-01T00:37:18.000","2022-01-01T00:39:12.000","4.0","0.62","1.0","N","236","236","1","4.0","0.5","0.5","2.34","0.0","0.3","10.14","2.5","0.0"
"2","2022-01-01T00:44:03.000","2022-01-01T00:55:58.000","5.0","1.63","1.0","N","43","143","1","9.0","0.5","0.5","1.54","0.0","0.3","14.34","2.5","0.0"
"2","2022-01-01T00:16:05.000","2022-01-01T00:46:25.000","3.0","3.88","1.0","N","79","48","1","20.5","0.5","0.5","4.86","0.0","0.3","29.16","2.5","0.0"
"2","2022-01-01T00:47:09.000","2022-01-01T00:55:15.000","3.0","2.57","1.0","N","50","151","1","9.5","0.5","0.5","3.32","0.0","0.3","16.62","2.5","0.0"
"2","2022-01-01T00:11:09.000","2022-01-01T00:25:09.000","1.0","3.69","1.0","N","229","202","1","13.0","0.5","0.5","4.2","0.0","0.3","21.0","2.5","0.0"
"2","2022-01-01T00:44:47.000","2022-01-01T01:01:49.000","6.0","9.26","1.0","N","132","196","2","27.0","0.5","0.5","0.0","0.0","0.3","29.55","0.0","1.25"
"1","2022-01-01T00:37:12.000","2022-01-01T00:43:22.000","2.0","1.1","1.0","N","48","142","1","6.5","3.0","0.5","2.05","0.0","0.3","12.35","2.5","0.0"
"2","2022-01-01T00:16:49.000","2022-01-01T00:21:20.000","1.0","1.01","1.0","N","238","142","2","5.5","0.5","0.5","0.0","0.0","0.3","9.3","2.5","0.0"
"2","2022-01-01T00:25:07.000","2022-01-01T00:31:05.000","1.0","0.89","1.0","N","142","143","1","6.0","0.5","0.5","1.96","0.0","0.3","11.76","2.5","0.0"
"2","2022-01-01T00:15:58.000","2022-01-01T00:33:13.000","1.0","6.65","1.0","N","260","198","2","21.5","0.5","0.5","0.0","0.0","0.3","22.8","0.0","0.0"
"1","2022-01-01T00:19:23.000","2022-01-01T01:14:47.000","1.0","7.8","1.0","N","164","37","1","33.0","3.0","0.5","9.2","0.0","0.3","46.0","2.5","0.0"
"2","2022-01-01T00:07:13.000","2022-01-01T00:13:45.000","2.0","1.43","1.0","N","114","231","1","7.0","0.5","0.5","2.7","0.0","0.3","13.5","2.5","0.0"
"2","2022-01-01T00:26:06.000","2022-01-01T00:30:08.000","1.0","0.76","1.0","N","209","87","1","4.5","0.5","0.5","1.66","0.0","0.3","9.96","2.5","0.0"
"2","2022-01-01T00:39:08.000","2022-01-01T00:51:07.000","2.0","4.47","1.0","N","87","233","1","15.0","0.5","0.5","1.0","0.0","0.3","19.8","2.5","0.0"
"2","2022-01-01T00:12:58.000","2022-01-01T00:19:08.000","1.0","0.76","1.0","N","148","79","1","6.0","0.5","0.5","1.96","0.0","0.3","11.76","2.5","0.0"
"2","2022-01-01T00:23:06.000","2022-01-01T00:35:41.000","1.0","3.98","1.0","N","79","229","1","14.5","0.5","0.5","3.66","0.0","0.3","21.96","2.5","0.0"
"2","2022-01-01T00:39:50.000","2022-01-01T00:44:12.000","1.0","1.66","1.0","N","229","263","1","6.5","0.5","0.5","1.54","0.0","0.3","11.84","2.5","0.0"
"1","2022-01-01T00:10:28.000","2022-01-01T00:15:17.000","1.0","0.9","1.0","N","114","113","1","5.5","3.0","0.5","2.75","0.0","0.3","12.05","2.5","0.0"
"1","2022-01-01T00:39:01.000","2022-01-01T00:43:21.000","1.0","0.9","1.0","N","79","234","1","5.0","3.0","0.5","2.6","0.0","0.3","11.4","2.5","0.0"
"1","2022-01-01T00:47:29.000","2022-01-01T01:02:44.000","1.0","2.0","1.0","Y","90","50","1","11.0","3.0","0.5","2.95","0.0","0.3","17.75","2.5","0.0"
"1","2022-01-01T00:07:04.000","2022-01-01T00:36:59.000","2.0","7.1","1.0","N","113","7","1","23.0","3.0","0.5","5.35","0.0","0.3","32.15","2.5","0.0"
"1","2022-01-01T00:51:47.000","2022-01-01T01:03:08.000","2.0","5.2","1.0","N","229","88","2","15.5","3.0","0.5","0.0","0.0","0.3","19.3","2.5","0.0"
"2","2022-01-01T00:18:22.000","2022-01-01T00:22:05.000","1.0","0.83","1.0","N","237","229","1","4.5","0.5","0.5","2.08","0.0","0.3","10.38","2.5","0.0"
"1","2022-01-01T00:25:35.000","2022-01-01T00:46:54.000","3.0","6.3","1.0","N","162","37","2","22.0","3.0","0.5","0.0","6.55","0.3","32.35","2.5","0.0"
"2","2022-01-01T00:42:54.000","2022-01-01T00:54:24.000","2.0","7.74","1.0","N","138","262","2","22.0","0.5","0.5","0.0","6.55","0.3","33.6","2.5","1.25"
"2","2022-01-01T00:55:40.000","2022-01-01T01:06:04.000","2.0","4.98","1.0","N","262","79","1","15.5","0.5","0.5","4.83","0.0","0.3","24.13","2.5","0.0"
"2","2022-01-01T00:02:30.000","2022-01-01T00:04:57.000","3.0","0.65","1.0","N","79","224","1","4.0","0.5","0.5","0.09","0.0","0.3","7.89","2.5","0.0"
"2","2022-01-01T00:11:59.000","2022-01-01T00:19:15.000","1.0","2.91","1.0","N","79","140","1","9.5","0.5","0.5","2.66","0.0","0.3","15.96","2.5","0.0"
"2","2022-01-01T00:22:48.000","2022-01-01T00:27:57.000","2.0","0.72","1.0","N","262","236","1","5.5","0.5","0.5","1.86","0.0","0.3","11.16","2.5","0.0"
"2","2022-01-01T00:34:01.000","2022-01-01T00:49:15.000","1.0","3.33","1.0","N","162","238","1","13.5","0.5","0.5","3.46","0.0","0.3","20.76","2.5","0.0"
"2","2022-01-01T00:51:36.000","2022-01-01T00:51:57.000","1.0","0.11","1.0","N","264","238","4","-2.5","-0.5","-0.5","0.0","0.0","-0.3","-3.8","0.0","0.0"
"2","2022-01-01T00:51:36.000","2022-01-01T00:51:57.000","1.0","0.11","1.0","N","264","238","2","2.5","0.5","0.5","0.0","0.0","0.3","3.8","0.0","0.0"
"2","2022-01-01T00:56:52.000","2022-01-01T01:07:43.000","3.0","2.4","1.0","N","162","262","2","10.0","0.5","0.5","0.0","0.0","0.3","13.8","2.5","0.0"
"2","2022-01-01T00:23:19.000","2022-01-01T00:44:58.000","2.0","4.66","1.0","N","50","140","2","18.5","0.5","0.5","0.0","0.0","0.3","22.3","2.5","0.0"
"2","2022-01-01T00:25:34.000","2022-01-01T00:37:54.000","1.0","1.45","1.0","N","114","148","1","9.0","0.5","0.5","2.0","0.0","0.3","14.8","2.5","0.0"
"2","2022-01-01T00:40:01.000","2022-01-01T01:07:21.000","1.0","4.3","1.0","N","148","50","1","19.5","0.5","0.5","5.82","0.0","0.3","29.12","2.5","0.0"
"1","2022-01-01T00:12:07.000","2022-01-01T00:31:22.000","2.0","9.8","1.0","N","138","141","1","29.0","4.25","0.5","8.12","6.55","0.3","48.72","2.5","1.25"
"1","2022-01-01T00:34:20.000","2022-01-01T00:35:24.000","1.0","0.3","1.0","N","141","229","1","3.0","3.0","0.5","1.35","0.0","0.3","8.15","2.5","0.0"
"1","2022-01-01T00:38:53.000","2022-01-01T00:44:20.000","1.0","1.8","1.0","N","237","236","2","7.0","3.0","0.5","0.0","0.0","0.3","10.8","2.5","0.0"
"1","2022-01-01T00:46:25.000","2022-01-01T00:50:03.000","2.0","0.8","1.0","N","236","236","1","5.0","3.0","0.5","1.76","0.0","0.3","10.56","2.5","0.0"
"1","2022-01-01T00:54:07.000","2022-01-01T01:03:09.000","2.0","2.6","1.0","N","141","107","2","9.5","3.0","0.5","0.0","0.0","0.3","13.3","2.5","0.0"
"1","2022-01-01T00:48:09.000","2022-01-01T01:13:45.000","1.0","21.1","2.0","N","132","243","1","52.0","1.25","0.5","15.1","6.55","0.3","75.7","0.0","1.25"
"2","2022-01-01T00:01:33.000","2022-01-01T00:01:46.000","1.0","0.0","5.0","N","137","137","1","75.0","0.0","0.0","0.0","0.0","0.3","77.8","2.5","0.0"
"2","2022-01-01T00:58:06.000","2022-01-01T01:12:19.000","1.0","3.62","1.0","N","231","49","1","14.0","0.5","0.5","3.56","0.0","0.3","21.36","2.5","0.0"
"2","2022-01-01T00:22:08.000","2022-01-01T00:25:36.000","3.0","0.46","1.0","N","142","143","2","4.5","0.5","0.5","0.0","0.0","0.3","8.3","2.5","0.0"
"2","2022-01-01T00:30:39.000","2022-01-01T00:34:27.000","2.0","1.16","1.0","N","142","238","1","5.5","0.5","0.5","2.32","0.0","0.3","11.62","2.5","0.0"
"1","2022-01-01T00:07:24.000","2022-01-01T00:17:38.000","1.0","3.6","1.0","N","263","146","2","12.0","3.0","0.5","0.0","0.0","0.3","15.8","2.5","0.0"
"1","2022-01-01T00:31:08.000","2022-01-01T00:43:50.000","1.0","3.3","1.0","N","162","238","1","12.5","3.0","0.5","3.25","0.0","0.3","19.55","2.5","0.0"
"1","2022-01-01T00:45:49.000","2022-01-01T00:54:26.000","1.0","1.8","1.0","N","238","263","1","8.5","3.0","0.5","2.46","0.0","0.3","14.76","2.5","0.0"
"1","2022-01-01T00:58:33.000","2022-01-01T01:03:47.000","1.0","1.5","1.0","N","263","229","1","6.5","3.0","0.5","1.5","0.0","0.3","11.8","2.5","0.0"
"1","2022-01-01T00:10:22.000","2022-01-01T00:15:53.000","2.0","1.2","1.0","N","79","137","1","6.0","3.0","0.5","20.0","0.0","0.3","29.8","2.5","0.0"
"1","2022-01-01T00:21:16.000","2022-01-01T00:28:05.000","3.0","1.2","1.0","N","170","162","2","6.5","3.0","0.5","0.0","0.0","0.3","10.3","2.5","0.0"
"1","2022-01-01T00:32:17.000","2022-01-01T00:43:32.000","2.0","3.1","1.0","N","237","238","1","11.5","3.0","0.5","3.8","0.0","0.3","19.1","2.5","0.0"
"1","2022-01-01T00:51:56.000","2022-01-01T00:55:27.000","2.0","0.8","1.0","N","239","142","2","5.0","3.0","0.5","0.0","0.0","0.3","8.8","2.5","0.0"
"1","2022-01-01T00:13:55.000","2022-01-01T00:28:11.000","1.0","6.8","1.0","N","229","33","1","21.0","3.0","0.5","4.95","0.0","0.3","29.75","2.5","0.0"
"1","2022-01-01T00:33:46.000","2022-01-01T00:48:07.000","2.0","2.8","1.0","N","65","181","1","12.5","0.5","0.5","3.45","0.0","0.3","17.25","0.0","0.0"
"1","2022-01-01T00:51:45.000","2022-01-01T00:55:14.000","1.0","0.2","1.0","N","181","106","2","4.5","0.5","0.5","0.0","0.0","0.3","5.8","0.0","0.0"
"1","2022-01-01T00:58:18.000","2022-01-01T01:18:30.000","2.0","12.0","1.0","N","195","74","2","33.5","3.0","0.5","0.0","6.12","0.3","43.42","2.5","0.0"
"2","2022-01-01T00:53:09.000","2022-01-01T01:01:27.000","1.0","1.7","1.0","N","238","236","1","8.0","0.5","0.5","2.36","0.0","0.3","14.16","2.5","0.0"
"2","2022-01-01T00:24:24.000","2022-01-01T00:34:15.000","1.0","2.21","1.0","N","114","13","2","9.5","0.5","0.5","0.0","0.0","0.3","13.3","2.5","0.0"
"2","2022-01-01T00:38:19.000","2022-01-01T00:50:39.000","1.0","3.48","1.0","N","261","68","2","12.5","0.5","0.5","0.0","0.0","0.3","16.3","2.5","0.0"
"2","2022-01-01T00:54:36.000","2022-01-01T01:19:37.000","1.0","7.28","1.0","N","68","40","2","23.5","0.5","0.5","0.0","6.12","0.3","33.42","2.5","0.0"
"1","2022-01-01T00:14:42.000","2022-01-01T00:20:17.000","1.0","1.5","1.0","N","237","43","1","6.5","3.0","0.5","3.05","0.0","0.3","13.35","2.5","0.0"
"1","2022-01-01T00:32:02.000","2022-01-01T00:42:45.000","1.0","2.7","1.0","N","237","75","2","10.5","3.0","0.5","0.0","0.0","0.3","14.3","2.5","0.0"
"1","2022-01-01T00:58:26.000","2022-01-01T01:11:15.000","1.0","2.5","1.0","N","237","137","1","11.0","3.0","0.5","2.95","0.0","0.3","17.75","2.5","0.0"
"2","2022-01-01T00:12:48.000","2022-01-01T00:16:14.000","1.0","0.73","1.0","N","239","238","1","5.0","0.5","0.5","1.76","0.0","0.3","10.56","2.5","0.0"
"2","2022-01-01T00:24:40.000","2022-01-01T00:29:52.000","1.0","1.24","1.0","N","239","24","1","6.5","0.5","0.5","2.58","0.0","0.3","12.88","2.5","0.0"
"2","2022-01-01T00:36:14.000","2022-01-01T00:50:11.000","1.0","2.91","1.0","N","151","262","1","13.0","0.5","0.5","5.04","0.0","0.3","21.84","2.5","0.0"
"2","2022-01-01T00:13:26.000","2022-01-01T00:42:00.000","4.0","3.61","1.0","N","142","68","1","19.5","0.5","0.5","4.66","0.0","0.3","27.96","2.5","0.0"
"2","2022-01-01T00:43:28.000","2022-01-01T00:51:39.000","2.0","1.59","1.0","N","68","50","2","8.0","0.5","0.5","0.0","0.0","0.3","11.8","2.5","0.0"
"2","2022-01-01T00:53:25.000","2022-01-01T01:04:43.000","2.0","3.56","1.0","N","50","24","1","12.0","0.5","0.5","3.16","0.0","0.3","18.96","2.5","0.0"
"1","2022-01-01T00:20:59.000","2022-01-01T00:30:25.000","2.0","1.5","1.0","N","246","90","1","8.5","3.0","0.5","1.5","0.0","0.3","13.8","2.5","0.0"
"1","2022-01-01T00:31:42.000","2022-01-01T00:40:00.000","3.0","0.9","1.0","N","90","68","1","7.0","3.0","0.5","3.2","0.0","0.3","14.0","2.5","0.0"
"1","2022-01-01T00:42:51.000","2022-01-01T01:04:11.000","2.0","4.6","1.0","N","249","256","1","18.0","3.0","0.5","4.35","0.0","0.3","26.15","2.5","0.0"
"2","2022-01-01T00:19:43.000","2022-01-01T00:38:42.000","1.0","4.4","1.0","N","238","186","1","17.0","0.5","0.5","4.16","0.0","0.3","24.96","2.5","0.0"
"2","2022-01-01T00:40:41.000","2022-01-01T00:46:50.000","1.0","0.59","1.0","N","186","234","2","5.5","0.5","0.5","0.0","0.0","0.3","9.3","2.5","0.0"
"2","2022-01-01T00:49:53.000","2022-01-01T01:05:47.000","1.0","1.92","1.0","N","234","163","1","11.0","0.5","0.5","2.96","0.0","0.3","17.76","2.5","0.0"
