"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge","airport_fee"
"1","2022-01-01T00:30:28.000","2022-01-01T00:52:52.000","1.0","8.1","1.0","N","132","130","2","26.0","1.75","0.5","0.0","0.0","0.3","28.55","0.0","1.25"
"1","2022-01-01T00:27:06.000","2022-01-01T00:46:51.000","1.0","4.5","1.0","N","90","263","2","17.0","3.0","0.5","0.0","0.0","0.3","20.8","2.5","0.0"
"1","2022-01-01T00:49:38.000","2022-01-01T00:51:15.000","2.0","0.4","1.0","N","141","141","1","3.5","3.0","0.5","1.45","0.0","0.3","8.75","2.5","0.0"
"1","2022-01-01T00:57:48.000","2022-01-01T01:03:53.000","1.0","1.4","1.0","N","229","137","1","6.5","3.0","0.5","2.0","0.0","0.3","12.3","2.5","0.0"
"2","2022-01-01T00:25:11.000","2022-01-01T00:34:35.000","2.0","2.7","1.0","N","263","137","1","10.0","0.5","0.5","2.76","0.0","0.3","16.56","2.5","0.0"
"2","2022-01-01T00:26:39.000","2022-01-01T00:29:50.000","1.0","1.28","1.0","N","239","151","1","5.5","0.5","0.5","1.86","0.0","0.3","11.16","2.5","0.0"
"2","2022-01-01T00:31:14.000","2022-01-01T00:43:22.000","1.0","2.56","1.0","N","151","74","2","11.0","0.5","0.5","0.0","0.0","0.3","12.3","0.0","0.0"
"2","2022-01-01T00:49:23.000","2022-01-01T01:13:39.000","3.0","14.8","1.0","N","132","226","1","41.0","0.5","0.5","4.0","0.0","0.3","47.55","0.0","1.25"
"2","2022-01-01T00:22:27.000","2022-01-01T01:00:05.000","1.0","18.21","1.0","N","132","89","1","52.0","0.5","0.5","21.32","0.0","0.3","75.87","0.0","1.25"
"2","2022-01-01T00:27:59.000","2022-01-01T00:37:13.000","1.0","2.53","1.0","N","142","24","1","9.5","0.5","0.5","2.66","0.0","0.3","15.96","2.5","0.0"
"2","2022-01-01T00:45:44.000","2022-01-01T00:55:20.000","1.0","1.68","1.0","N","239","263","1","8.5","0.5","0.5","1.84","0.0","0.3","14.14","2.5","0.0"
"2","2022-01-01T00:55:49.000","2022-01-01T01:06:58.000","1.0","2.81","1.0","N","263","137","1","11.0","0.5","0.5","2.96","0.0","0.3","17.76","2.5","0.0"
"1","2022-01-01T00:08:05.000","2022-01-01T00:17:38.000","2.0","1.7","1.0","N","249","45","1","8.5","3.0","0.5","2.0","0.0","0.3","14.3","2.5","0.0"
"1","2022-01-01T00:22:20.000","2022-01-01T00:44:54.000","3.0","3.8","1.0","N","231","161","2","16.5","3.0","0.5","0.0","0.0","0.3","20.3","2.5","0.0"
"2","2022-01-01T00:23:02.000","2022-01-01T00:24:06.000","1.0","0.29","1.0","N","170","107","1","3.0","0.5","0.5","1.36","0.0","0.3","8.16","2.5","0.0"
"2","2022-01-01T00:42:33.000","2022-01-01T00:44:27.000","1.0","0.94","1.0","N","141","263","1","4.5","0.5","0.5","2.08","0.0","0.3","10.38","2.5","0.0"
"1","2022-01-01T00:13:49.000","2022-01-01T00:21:13.000","4.0","0.7","1.0","N","137","234","2","6.0","3.0","0.5","0.0","0.0","0.3","9.8","2.5","0.0"
"1","2022-01-01T00:35:53.000","2022-01-01T00:46:20.000","4.0","2.1","1.0","N","148","90","1","9.0","3.0","0.5","0.0","0.0","0.3","12.8","2.5","0.0"
"1","2022-01-01T00:53:18.000","2022-01-01T01:10:37.000","1.0","1.9","1.0","N","90","48","2","12.0","3.0","0.5","0.0","0.0","0.3","15.8","2.5","0.0"
"2","2022-01-01T00:30:58.000","2022-01-01T00:35:29.000","1.0","0.93","1.0","N","234","137","1","5.5","0.5","0.5","2.32","0.0","0.3","11.62","2.5","0.0"
"2","2022-01-01T00:36:36.000","2022-01-01T00:43:22.000","1.0","1.33","1.0","N","137","113","1","6.5","0.5","0.5","2.58","0.0","0.3","12.88","2.5","0.0"
"2","2022-01-01T00:46:34.000","2022-01-01T01:00:45.000","1.0","1.62","1.0","N","90","164","1","10.5","0.5","0.5","3.58","0.0","0.3","17.88","2.5","0.0"
"2","2022-01-01T00:57:04.000","2022-01-01T01:25:03.000","1.0","19.53","2.0","N","132","263","1","52.0","0.0","0.5","9.46","6.55","0.3","72.56","2.5","1.25"
"2","2022-01-01T00:09:55.000","2022-01-01T00:17:45.000","6.0","1.87","1.0","N","43","42","1","8.5","0.5","0.5","0.0","0.0","0.3","12.3","2.5","0.0"
"2","2022-01-01T00:22:16.000","2022-01-01T00:30:35.000","6.0","1.95","1.0","N","41","168","2","8.5","0.5","0.5","0.0","0.0","0.3","9.8","0.0","0.0"
"2","2022-01-01T00:49:53.000","2022-01-01T00:57:46.000","5.0","1.62","1.0","N","236","238","1","8.0","0.5","0.5","2.36","0.0","0.3","14.16","2.5","0.0"
"2","2022-01-01T00:03:31.000","2022-01-01T00:10:19.000","1.0","0.99","1.0","N","68","90","1","6.0","0.5","0.5","1.96","0.0","0.3","11.76","2.5","0.0"
"2","2022-01-01T00:11:30.000","2022-01-01T00:17:53.000","1.0","0.96","1.0","N","90","107","2","6.0","0.5","0.5","0.0","0.0","0.3","9.8","2.5","0.0"
"2","2022-01-01T00:20:10.000","2022-01-01T00:52:50.000","1.0","7.62","1.0","N","107","82","1","28.0","0.5","0.5","7.67","6.55","0.3","46.02","2.5","0.0"
"2","2022-01-01T00:53:27.000","2022-01-01T01:04:37.000","1.0","1.43","1.0","N","170","107","1","8.5","0.5","0.5","3.08","0.0","0.3","15.38","2.5","0.0"
"2","2022-01-01T00:31:01.000","2022-01-01T00:40:49.000","1.0","1.26","1.0","N","164","233","1","8.0","0.5","0.5","1.18","0.0","0.3","12.98","2.5","0.0"
"2","2022-01-01T00:53:05.000","2022-01-01T01:06:11.000","1.0","2.4","1.0","N","162","239","1","11.5","0.5","0.5","3.82","0.0","0.3","19.12","2.5","0.0"
"1","2022-01-01T00:29:11.000","2022-01-01T00:37:08.000","3.0","1.7","1.0","N","237","233","1","8.0","3.0","0.5","2.35","0.0","0.3","14.15","2.5","0.0"
"1","2022-01-01T00:39:49.000","2022-01-01T00:43:16.000","3.0","0.7","1.0","N","233","229","1","4.5","3.0","0.5","1.65","0.0","0.3","9.95","2.5","0.0"
"1","2022-01-01T00:44:50.000","2022-01-01T00:51:18.000","1.0","1.8","1.0","N","229","263","1","7.5","3.0","0.5","2.0","0.0","0.3","13.3","2.5","0.0"
"2","2022-01-01T00:20:14.000","2022-01-01T00:24:36.000","5.0","0.85","1.0","N","170","233","1","5.0","0.5","0.5","1.76","0.0","0.3","10.56","2.5","0.0"
"1","2022-01-01T00:25:26.000","2022-01-01T00:33:57.000","2.0","1.0","1.0","N","234","170","1","7.5","3.0","0.5","2.25","0.0","0.3","13.55","2.5","0.0"
"1","2022-01-01T00:36:09.000","2022-01-01T00:38:55.000","0.0","0.6","1.0","N","170","107","1","4.0","3.0","0.5","1.55","0.0","0.3","9.35","2.5","0.0"
"2","2022-01-01T00:47:17.000","2022-01-01T00:56:31.000","1.0","2.25","1.0","N","151","142","1","10.0","0.5","0.5","2.76","0.0","0.3","16.56","2.5","0.0"
"2","2022-01-01T00:38:05.000","2022-01-01T00:43:34.000","2.0","1.4","1.0","N","237","263","1","6.5","0.5","0.5","1.2","0.0","0.3","11.5","2.5","0.0"
"2","2022-01-01T00:46:32.000","2022-01-01T01:13:08.000","1.0","12.49","1.0","N","236","82","1","36.5","0.5","0.5","10.07","0.0","0.3","50.37","2.5","0.0"
"1","2022-01-01T00:28:44.000","2022-01-01T00:36:46.000","1.0","1.4","1.0","N","142","236","1","7.5","3.0","0.5","2.8","0.0","0.3","14.1","2.5","0.0"
"1","2022-01-01T00:57:31.000","2022-01-01T01:03:45.000","2.0","1.1","1.0","N","237","140","1","6.5","3.0","0.5","2.05","0.0","0.3","12.35","2.5","0.0"
"2","2022-01-01T00:24:15.000","2022-01-01T00:36:27.000","2.0","2.54","1.0","N","158","170","1","11.0","0.5","0.5","2.22","0.0","0.3","17.02","2.5","0.0"
"2","2022-01-01T00:37:02.000","2022-01-01T00:42:59.000","1.0","0.54","1.0","N","170","170","1","5.5","0.5","0.5","2.32","0.0","0.3","11.62","2.5","0.0"
"2","2022-01-01T00:59:06.000","2022-01-01T01:22:34.000","1.0","3.16","1.0","N","161","148","1","16.5","0.5","0.5","4.06","0.0","0.3","24.36","2.5","0.0"
"2","2022-01-01T00:25:56.000","2022-01-01T00:36:15.000","1.0","4.59","1.0","N","48","166","1","15.0","0.5","0.5","3.76","0.0","0.3","22.56","2.5","0.0"
"2","2022-01-01T00:45:41.000","2022-01-01T01:14:44.000","1.0","3.6","1.0","N","238","68","2","20.0","0.5","0.5","0.0","0.0","0.3","23.8","2.5","0.0"
"1","2022-01-01T00:22:25.000","2022-01-01T00:49:45.000","1.0","19.4","1.0","N","132","51","2","51.5","1.75","0.5","0.0","6.55","0.3","60.6","0.0","1.25"
"1","2022-01-01T00:42:05.000","2022-01-01T00:56:22.000","3.0","7.8","1.0","N","70","262","1","23.0","3.0","0.5","10.0","6.55","0.3","43.35","2.5","0.0"
"1","2022-01-01T00:06:43.000","2022-01-01T00:17:25.000","2.0","1.8","1.0","N","125","234","1","8.5","3.0","0.5","1.5","0.0","0.3","13.8","2.5","0.0"
"1","2022-01-01T00:40:10.000","2022-01-01T00:45:19.000","2.0","0.7","1.0","N","237","140","2","4.5","3.0","0.5","0.0","0.0","0.3","8.3","2.5","0.0"
"1","2022-01-01T00:48:11.000","2022-01-01T00:50:08.000","1.0","0.4","1.0","N","140","262","1","3.5","3.0","0.5","3.0","0.0","0.3","10.3","2.5","0.0"
"2","2022-01-01T00:46:26.000","2022-01-01T00:58:29.000","1.0","2.86","1.0","N","231","224","1","11.0","0.5","0.5","2.96","0.0","0.3","17.76","2.5","0.0"
"2","2022-01-01T00:26:09.000","2022-01-01T00:50:47.000","1.0","11.49","1.0","N","132","72","1","33.5","0.5","0.5","2.0","0.0","0.3","38.05","0.0","1.25"
"1","2022-01-01T00:36:02.000","2022-01-01T00:49:30.000","1.0","2.2","1.0","N","50","141","1","11.0","3.0","0.5","2.0","0.0","0.3","16.8","2.5","0.0"
"1","2022-01-01T00:51:37.000","2022-01-01T00:54:43.000","1.0","1.0","1.0","N","141","263","1","5.0","3.0","0.5","1.75","0.0","0.3","10.55","2.5","0.0"
"2","2022-01-01T00:35:53.000","2022-01-01T01:04:17.000","2.0","8.33","1.0","N","113","152","1","27.5","0.5","0.5","6.26","0.0","0.3","37.56","2.5","0.0"
"1","2022-01-01T00:28:44.000","2022-01-01T00:33:27.000","1.0","0.8","1.0","N","237","237","1","5.5","3.0","0.5","1.85","0.0","0.3","11.15","2.5","0.0"
"1","2022-01-01T00:35:38.000","2022-01-01T00:40:27.000","1.0","0.3","1.0","N","237","162","1","5.0","3.0","0.5","1.75","0.0","0.3","10.55","2.5","0.0"
"1","2022-01-01T00:03:59.000","2022-01-01T00:10:57.000","0.0","1.6","1.0","N","249","211","1","7.5","3.0","0.5","2.25","0.0","0.3","13.55","2.5","0.0"
"1","2022-01-01T00:22:16.000","2022-01-01T00:37:24.000","0.0","3.2","1.0","N","113","87","1","12.5","3.0","0.5","2.0","0.0","0.3","18.3","2.5","0.0"
"1","2022-01-01T00:38:38.000","2022-01-01T00:52:55.000","0.0","4.7","1.0","N","87","170","1","16.0","3.0","0.5","1.0","0.0","0.3","20.8","2.5","0.0"
"2","2022-01-01T00:29:00.000","2022-01-01T00:41:12.000","1.0","2.22","1.0","N","162","79","1","10.0","0.5","0.5","1.0","0.0","0.3","14.8","2.5","0.0"
"2","2022-01-01T00:46:38.000","2022-01-01T00:56:44.000","1.0","1.9","1.0","N","79","246","1","9.0","0.5","0.5","3.84","0.0","0.3","16.64","2.5","0.0"
"2","2022-01-01T00:58:49.000","2022-01-01T01:21:02.000","1.0","6.57","1.0","N","246","116","1","22.5","0.5","0.5","7.89","0.0","0.3","34.19","2.5","0.0"
"2","2022-01-01T00:10:27.000","2022-01-01T00:34:29.000","1.0","4.53","1.0","N","48","148","1","18.5","0.5","0.5","4.46","0.0","0.3","26.76","2.5","0.0"
"2","2022-01-01T00:43:58.000","2022-01-01T00:46:32.000","1.0","0.88","1.0","N","137","79","1","4.5","0.5","0.5","2.08","0.0","0.3","10.38","2.5","0.0"
"2","2022-01-01T00:47:53.000","2022-01-01T00:55:02.000","1.0","1.46","1.0","N","79","234","1","7.5","0.5","0.5","2.26","0.0","0.3","13.56","2.5","0.0"
"2","2022-01-01T00:08:20.000","2022-01-01T00:16:19.000","1.0","1.32","1.0","N","164","48","1","7.5","0.5","0.5","2.26","0.0","0.3","13.56","2.5","0.0"
"2","2022-01-01T00:29:22.000","2022-01-01T00:52:10.000","2.0","3.76","1.0","N","50","4","1","17.0","0.5","0.5","6.24","0.0","0.3","27.04","2.5","0.0"
"2","2022-01-01T00:53:50.000","2022-01-01T01:05:09.000","2.0","1.36","1.0","N","4","113","2","8.5","0.5","0.5","0.0","0.0","0.3","12.3","2.5","0.0"
"1","2022-01-01T00:11:54.000","2022-01-01T00:26:03.000","4.0","3.4","1.0","N","239","68","1","13.0","3.0","0.5","3.35","0.0","0.3","20.15","2.5","0.0"
"1","2022-01-01T00:28:20.000","2022-01-01T00:56:30.000","2.0","9.6","1.0","N","68","243","1","31.5","3.0","0.5","8.8","0.0","0.3","44.1","2.5","0.0"
"1","2022-01-01T00:59:02.000","2022-01-01T01:10:52.000","2.0","5.5","1.0","N","243","238","1","17.5","3.0","0.5","4.25","0.0","0.3","25.55","2.5","0.0"
"1","2022-01-01T00:11:01.000","2022-01-01T00:23:12.000","1.0","3.0","1.0","N","164","87","2","12.0","3.0","0.5","0.0","0.0","0.3","15.8","2.5","0.0"
"1","2022-01-01T00:33:28.000","2022-01-01T00:40:01.000","0.0","1.3","1.0","N","231","87","2","7.0","3.0","0.5","0.0","0.0","0.3","10.8","2.5","0.0"
"1","2022-01-01T00:47:44.000","2022-01-01T00:52:22.000","0.0","0.4","1.0","N","144","144","1","5.0","3.0","0.5","1.75","0.0","0.3","10.55","2.5","0.0"
"2","2022-01-01T00:23:33.000","2022-01-01T00:58:33.000","2.0","20.01","1.0","N","132","80","2","53.0","0.5","0.5","0.0","0.0","0.3","55.55","0.0","1.25"
"2","2022-01-01T00:28:57.000","2022-01-01T00:34:16.000","1.0","0.67","1.0","N","137","233","1","5.5","0.5","0.5","5.0","0.0","0.3","14.3","2.5","0.0"
"2","2022-01-01T00:36:46.000","2022-01-01T00:46:25.000","1.0","0.78","1.0","N","233","161","1","7.5","0.5","0.5","2.0","0.0","0.3","13.3","2.5","0.0"
"2","2022-01-01T00:10:49.000","2022-01-01T00:16:28.000","1.0","0.81","1.0","N","43","140","2","5.5","0.5","0.5","0.0","0.0","0.3","9.3","2.5","0.0"
"2","2022-01-01T00:36:41.000","2022-01-01T00:48:02.000","1.0","1.94","1.0","N","237","164","1","9.5","0.5","0.5","2.66","0.0","0.3","15.96","2.5","0.0"
"2","2022-01-01T00:50:04.000","2022-01-01T00:59:59.000","1.0","1.35","1.0","N","164","162","1","8.0","0.5","0.5","2.0","0.0","0.3","13.8","2.5","0.0"
"2","2022-01-01T00:29:26.000","2022-01-01T00:35:13.000","1.0","0.99","1.0","N","236","163","1","6.0","0.5","0.5","1.96","0.0","0.3","11.76","2.5","0.0"
"2","2022-01-01T00:44:46.000","2022-01-01T00:56:47.000","2.0","1.57","1.0","N","237","142","1","9.0","0.5","0.5","2.56","0.0","0.3","15.36","2.5","0.0"
"2","2022-01-01T00:58:23.000","2022-01-01T01:08:30.000","2.0","1.04","1.0","N","142","142","1","8.0","0.5","0.5","1.0","0.0","0.3","12.8","2.5","0.0"
"2","2022-01-01T00:11:42.000","2022-01-01T00:27:39.000","1.0","6.03","1.0","N","239","13","1","19.0","0.5","0.5","4.56","0.0","0.3","27.36","2.5","0.0"
"2","2022-01-01T00:29:12.000","2022-01-01T00:40:29.000","1.0","3.13","1.0","N","13","246","4","-12.0","-0.5","-0.5","0.0","0.0","-0.3","-15.8","-2.5","0.0"
"2","2022-01-01T00:29:12.000","2022-01-01T00:40:29.000","1.0","3.13","1.0","N","13","68","2","12.0","0.5","0.5","0.0","0.0","0.3","15.8","2.5","0.0"
"2","2022-01-01T00:48:44.000","2022-01-01T01:03:01.000","1.0","2.49","1.0","N","50","140","1","11.5","0.5","0.5","3.06","0.0","0.3","18.36","2.5","0.0"
"2","2022-01-01T00:15:07.000","2022-01-01T00:34:02.000","1.0","0.94","1.0","N","161","161","1","9.5","0.5","0.5","5.0","0.0","0.3","18.3","2.5","0.0"
"2","2022-01-01T00:36:07.000","2022-01-01T00:58:19.000","1.0","3.67","1.0","N","161","231","1","16.5","0.5","0.5","4.06","0.0","0.3","24.36","2.5","0.0"
"2","2022-01-01T00:08:40.000","2022-01-01T00:26:49.000","2.0","4.0","1.0","N","246","87","1","15.0","0.5","0.5","2.0","0.0","0.3","20.8","2.5","0.0"
"1","2022-01-01T00:15:24.000","2022-01-01T00:50:41.000","1.0","2.2","1.0","N","186","48","2","20.5","3.0","0.5","0.0","0.0","0.3","24.3","2.5","0.0"
"1","2022-01-01T00:56:01.000","2022-01-01T01:08:07.000","1.0","1.3","1.0","N","48","142","1","9.0","3.0","0.5","2.0","0.0","0.3","14.8","2.5","0.0"
"2","2022-01-01T00:59:08.000","2022-01-01T01:22:01.000","5.0","6.69","1.0","N","79","151","1","21.5","0.5","0.5","5.06","0.0","0.3","30.36","2.5","0.0"
"2","2022-01-01T00:39:40.000","2022-01-01T00:52:36.000","2.0","3.96","1.0","N","229","43","1","13.5","0.5","0.5","3.46","0.0","0.3","20.76","2.5","0.0"
"2","2022-01-01T00:53:37.000","2022-01-01T01:07:46.000","2.0","2.3","1.0","N","43","116","2","10.5","0.5","0.5","0.0","0.0","0.3","11.8","0.0","0.0"
"2","2022-01-01T00:13:02.000","2022-01-01T00:41:11.000","2.0","5.89","1.0","N","114","238","1","23.0","0.5","0.5","5.36","0.0","0.3","32.16","2.5","0.0"
"2","2022-01-01T00:45:35.000","2022-01-01T00:53:59.000","2.0","1.32","1.0","N","142","48","1","7.5","0.5","0.5","3.39","0.0","0.3","14.69","2.5","0.0"
"2","2022-01-01T00:59:44.000","2022-01-01T01:16:49.000","2.0","1.3","1.0","N","48","68","1","11.0","0.5","0.5","2.96","0.0","0.3","17.76","2.5","0.0"
"2","2022-01-01T00:13:54.000","2022-01-01T00:18:13.000","3.0","1.27","1.0","N","142","238","2","5.5","0.5","0.5","0.0","0.0","0.3","9.3","2.5","0.0"
"2","2022-01-01T00:28:09.000","2022-01-01T00:37:44.000","3.0","2.84","1.0","N","142","151","2","10.0","0.5","0.5","0.0","0.0","0.3","13.8","2.5","0.0"
"2","2022-01-01T00:46:37.000","2022-01-01T00:52:50.000","2.0","1.0","1.0","N","43","237","1","6.0","0.5","0.5","1.96","0.0","0.3","11.76","2.5","0.0"
"2","2022-01-01T00:56:25.000","2022-01-01T01:08:37.000","1.0","3.05","1.0","N","237","41","1","11.5","0.5","0.5","2.0","0.0","0.3","17.3","2.5","0.0"
"2","2022-01-01T00:33:57.000","2022-01-01T00:53:48.000","1.0","2.73","1.0","N","249","50","1","14.5","0.5","0.5","3.29","0.0","0.3","21.59","2.5","0.0"
"2","2022-01-01T00:56:01.000","2022-01-01T01:10:30.000","1.0","2.77","1.0","N","48","140","1","12.0","0.5","0.5","3.16","0.0","0.3","18.96","2.5","0.0"
"2","2022-01-01T00:48:52.000","2022-01-01T01:17:29.000","1.0","5.81","1.0","N","48","112","1","23.0","0.5","0.5","0.0","6.55","0.3","33.35","2.5","0.0"
"2","2022-01-01T00:35:26.000","2022-01-01T01:02:53.000","1.0","4.47","1.0","N","161","87","2","19.0","0.5","0.5","0.0","0.0","0.3","22.8","2.5","0.0"
"2","2022-01-01T00:28:02.000","2022-01-01T00:30:02.000","3.0","0.64","1.0","N","79","107","1","4.0","0.5","0.5","1.56","0.0","0.3","9.36","2.5","0.0"
"2","2022-01-01T00:44:15.000","2022-01-01T01:00:02.000","2.0","4.73","1.0","N","164","87","1","16.5","0.5","0.5","4.06","0.0","0.3","24.36","2.5","0.0"
"2","2022-01-01T00:39:55.000","2022-01-01T00:41:14.000","1.0","0.6","1.0","N","74","74","2","3.5","0.5","0.5","0.0","0.0","0.3","4.8","0.0","0.0"
"2","2022-01-01T00:47:28.000","2022-01-01T00:51:58.000","1.0","1.73","1.0","N","263","141","2","6.5","0.5","0.5","0.0","0.0","0.3","10.3","2.5","0.0"
"2","2022-01-01T00:12:21.000","2022-01-01T00:23:24.000","1.0","1.84","1.0","N","239","236","1","10.0","0.5","0.5","2.76","0.0","0.3","16.56","2.5","0.0"
"2","2022-01-01T00:52:23.000","2022-01-01T01:10:22.000","1.0","6.41","1.0","Y","170","65","1","20.5","0.5","0.5","4.86","0.0","0.3","29.16","2.5","0.0"
"2","2022-01-01T00:14:40.000","2022-01-01T00:46:51.000","4.0","23.07","1.0","N","132","257","2","60.0","0.5","0.5","0.0","0.0","0.3","62.55","0.0","1.25"
"1","2022-01-01T00:15:08.000","2022-01-01T00:22:55.000","3.0","1.9","1.0","N","142","162","1","8.5","3.0","0.5","3.65","0.0","0.3","15.95","2.5","0.0"
"1","2022-01-01T00:35:08.000","2022-01-01T00:51:51.000","2.0","1.6","1.0","N","43","161","2","11.5","3.0","0.5","0.0","0.0","0.3","15.3","2.5","0.0"
"1","2022-01-01T00:57:11.000","2022-01-01T01:06:16.000","3.0","0.9","1.0","N","170","233","2","7.5","3.0","0.5","0.0","0.0","0.3","11.3","2.5","0.0"
"1","2022-01-01T00:30:28.000","2022-01-01T00:45:09.000","1.0","3.6","1.0","Y","237","226","1","14.0","3.0","0.5","3.55","0.0","0.3","21.35","2.5","0.0"
"2","2022-01-01T00:17:46.000","2022-01-01T00:28:29.000","1.0","2.83","1.0","N","163","246","2","11.0","0.5","0.5","0.0","0.0","0.3","14.8","2.5","0.0"
"2","2022-01-01T00:54:20.000","2022-01-01T01:00:34.000","1.0","1.12","1.0","N","246","48","1","6.0","0.5","0.5","1.96","0.0","0.3","11.76","2.5","0.0"
"2","2022-01-01T00:15:21.000","2022-01-01T00:36:15.000","1.0","6.7","1.0","N","148","74","1","21.0","0.5","0.5","4.96","0.0","0.3","29.76","2.5","0.0"
"2","2022-01-01T00:44:04.000","2022-01-01T00:50:18.000","3.0","1.6","1.0","N","263","229","1","7.0","0.5","0.5","2.16","0.0","0.3","12.96","2.5","0.0"
"2","2022-01-01T00:57:58.000","2022-01-01T01:09:03.000","2.0","2.43","1.0","N","170","79","1","10.5","0.5","0.5","4.29","0.0","0.3","18.59","2.5","0.0"
"2","2022-01-01T00:04:10.000","2022-01-01T00:20:29.000","1.0","7.82","1.0","N","138","255","1","23.5","0.5","0.5","7.44","0.0","0.3","33.49","0.0","1.25"
"1","2022-01-01T00:47:26.000","2022-01-01T00:59:32.000","3.0","2.2","1.0","Y","79","90","1","10.5","3.0","0.5","2.85","0.0","0.3","17.15","2.5","0.0"
"1","2022-01-01T00:51:12.000","2022-01-01T00:56:32.000","2.0","0.9","1.0","N","148","114","1","6.0","3.0","0.5","1.95","0.0","0.3","11.75","2.5","0.0"
"1","2022-01-01T00:58:31.000","2022-01-01T01:23:14.000","1.0","10.7","1.0","N","114","147","1","32.0","3.0","0.5","0.0","0.0","0.3","35.8","2.5","0.0"
"1","2022-01-01T00:17:56.000","2022-01-01T00:26:15.000","2.0","1.6","1.0","N","163","142","2","8.0","3.0","0.5","0.0","0.0","0.3","11.8","2.5","0.0"
"1","2022-01-01T00:29:40.000","2022-01-01T00:51:23.000","2.0","1.6","1.0","N","48","68","2","14.0","3.0","0.5","0.0","0.0","0.3","17.8","2.5","0.0"
"1","2022-01-01T00:53:39.000","2022-01-01T00:59:53.000","2.0","1.1","1.0","N","68","234","1","6.0","3.0","0.5","1.95","0.0","0.3","11.75","2.5","0.0"
"2","2022-01-01T00:28:09.000","2022-01-01T00:38:51.000","1.0","1.27","1.0","N","142","48","1","8.5","0.5","0.5","2.46","0.0","0.3","14.76","2.5","0.0"
"2","2022-01-01T00:51:40.000","2022-01-01T01:10:36.000","1.0","1.58","1.0","N","50","100","1","12.5","0.5","0.5","0.15","0.0","0.3","16.45","2.5","0.0"
"2","2022-01-01T00:25:35.000","2022-01-01T00:52:52.000","5.0","17.12","2.0","N","132","229","1","52.0","0.0","0.5","11.31","0.0","0.3","67.86","2.5","1.25"
"2","2022-01-01T00:55:53.000","2022-01-01T01:02:46.000","5.0","1.22","1.0","N","141","263","1","7.0","0.5","0.5","2.16","0.0","0.3","12.96","2.5","0.0"
"1","2022-01-01T00:10:27.000","2022-01-01T00:30:21.000","1.0","6.6","1.0","N","68","228","1","21.0","3.0","0.5","5.0","6.55","0.3","36.35","2.5","0.0"
"2","2022-01-01T00:25:13.000","2022-01-01T00:30:43.000","2.0","1.12","1.0","N","162","141","2","6.0","0.5","0.5","0.0","0.0","0.3","9.8","2.5","0.0"
"2","2022-01-01T00:34:59.000","2022-01-01T00:49:36.000","1.0","4.06","1.0","N","263","7","2","14.5","0.5","0.5","0.0","0.0","0.3","18.3","2.5","0.0"
"2","2022-01-01T00:53:36.000","2022-01-01T00:59:34.000","1.0","1.34","1.0","N","7","146","1","6.5","0.5","0.5","0.0","0.0","0.3","7.8","0.0","0.0"
"2","2022-01-01T00:04:14.000","2022-01-01T00:26:12.000","1.0","10.83","1.0","N","132","129","2","31.0","0.5","0.5","0.0","0.0","0.3","33.55","0.0","1.25"
"2","2022-01-01T00:26:00.000","2022-01-01T00:45:36.000","2.0","10.01","1.0","N","132","39","1","28.5","0.5","0.5","5.96","0.0","0.3","37.01","0.0","1.25"
"2","2022-01-01T00:06:33.000","2022-01-01T00:10:00.000","1.0","0.39","1.0","N","249","158","1","4.0","0.5","0.5","1.56","0.0","0.3","9.36","2.5","0.0"
"2","2022-01-01T00:13:33.000","2022-01-01T00:29:51.000","1.0","3.14","1.0","N","249","233","1","13.0","0.5","0.5","3.36","0.0","0.3","20.16","2.5","0.0"
"2","2022-01-01T00:41:14.000","2022-01-01T01:03:10.000","2.0","6.64","1.0","N","236","125","1","23.0","0.5","0.5","5.36","0.0","0.3","32.16","2.5","0.0"
"2","2022-01-01T00:42:27.000","2022-01-01T00:51:15.000","1.0","2.28","1.0","N","231","90","1","9.5","0.5","0.5","2.66","0.0","0.3","15.96","2.5","0.0"
"1","2022-01-01T00:41:22.000","2022-01-01T01:12:45.000","4.0","18.1","2.0","N","132","249","1","52.0","3.75","0.5","12.6","6.55","0.3","75.7","2.5","1.25"
"1","2022-01-01T00:21:52.000","2022-01-01T00:29:27.000","2.0","1.0","1.0","N","231","231","1","6.5","3.0","0.5","2.05","0.0","0.3","12.35","2.5","0.0"
"1","2022-01-01T00:36:12.000","2022-01-01T00:39:22.000","2.0","0.8","1.0","N","144","113","1","4.5","3.0","0.5","1.65","0.0","0.3","9.95","2.5","0.0"
"1","2022-01-01T00:50:50.000","2022-01-01T00:56:03.000","2.0","1.0","1.0","N","113","90","1","6.0","3.0","0.5","1.95","0.0","0.3","11.75","2.5","0.0"
"2","2022-01-01T00:12:53.000","2022-01-01T00:28:42.000","1.0","4.91","1.0","N","13","97","1","17.0","0.5","0.5","4.16","0.0","0.3","24.96","2.5","0.0"
"2","2022-01-01T00:48:45.000","2022-01-01T01:00:05.000","1.0","2.21","1.0","N","231","79","1","10.0","0.5","0.5","3.45","0.0","0.3","17.25","2.5","0.0"
